bucket_2h,open,high,low,close,volume,trade_count,buy_volume,sell_volume,buy_count,sell_count,avg_trade_size,max_trade_size,stddev_trade_size,large_trade_count,large_trade_volume,intrabar_price_stddev,intrabar_range,unique_buyers,unique_sellers,btcngn_close,btcngn_volume,btcngn_trade_count,implied_btcusd_quidax
2025-12-21 02:00:00+00:00,1469.12,1475.31,1468.31,1468.31,3191.6418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129150276.0,0.0466,0.0,87958.45291525632
2025-12-21 04:00:00+00:00,1468.31,1476.17,1468.31,1469.58,569.0457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129423718.0,0.0629,0.0,88068.50800909103
2025-12-21 06:00:00+00:00,1469.58,1476.44,1467.33,1468.5,1089.5774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129267910.0,0.0833,0.0,88027.17739189649
2025-12-21 08:00:00+00:00,1468.51,1475.07,1466.07,1472.96,2627.7058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130256058.0,0.0688,0.0,88431.49712144253
2025-12-21 10:00:00+00:00,1472.96,1472.96,1465.12,1466.73,2128.9134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129809170.0,0.0864,0.0,88502.43057686146
2025-12-21 12:00:00+00:00,1472.33,1472.77,1465.89,1466.29,2022.5565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128426776.0,0.0633,0.0,87586.20463891863
2025-12-21 14:00:00+00:00,1465.85,1472.17,1465.33,1465.49,2531.6245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128952321.0,0.0823,0.0,87992.631133614
2025-12-21 16:00:00+00:00,1465.49,1472.14,1464.63,1464.83,1353.3373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129217381.0,0.2237,0.0,88213.22679082215
2025-12-21 18:00:00+00:00,1464.83,1470.47,1463.77,1464.35,1557.9834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129485727.0,0.146,0.0,88425.3948851026
2025-12-21 20:00:00+00:00,1464.35,1468.93,1463.77,1464.35,10292.5964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128991351.0,0.1646,0.0,88087.78707276266
2025-12-21 22:00:00+00:00,1464.35,1468.1,1464.06,1464.58,10223.4498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129695255.0,0.0636,0.0,88554.5719591965
2025-12-22 00:00:00+00:00,1464.58,1470.58,1464.35,1465.55,3899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129781691.0,0.1045,0.0,88554.93910136126
2025-12-22 02:00:00+00:00,1464.89,1465.78,1464.35,1464.85,4037.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129767631.0,0.095,0.0,88587.65812199202
2025-12-22 04:00:00+00:00,1464.85,1470.89,1464.21,1464.7,1440.8832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130703069.0,0.034,0.0,89235.38540315423
2025-12-22 06:00:00+00:00,1464.7,1470.19,1463.82,1464.64,849.4174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130300289.0,0.1455,0.0,88964.03826196198
2025-12-22 08:00:00+00:00,1464.64,1476.25,1464.64,1469.67,193155.1763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131856123.0,0.0977,0.0,89718.18367388597
2025-12-22 10:00:00+00:00,1469.67,1478.36,1468.83,1468.83,4198.8079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132187026.0,0.1609,0.0,89994.7754335083
2025-12-22 12:00:00+00:00,1468.71,1477.18,1465.61,1465.76,408154.4234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131839195.0,0.1369,0.0,89945.96318633336
2025-12-22 14:00:00+00:00,1465.77,1476.87,1465.77,1469.21,755667.7395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131969688.0,0.2015,0.0,89823.57049026348
2025-12-22 16:00:00+00:00,1469.21,1476.45,1466.44,1467.51,103082.5454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130757960.0,0.1479,0.0,89101.92094091352
2025-12-22 18:00:00+00:00,1467.51,1475.03,1456.43,1468.13,4106.5363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129096510.0,0.1286,0.0,87932.61495916573
2025-12-22 20:00:00+00:00,1475.03,1475.03,1467.83,1475.03,12189.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129669330.0,0.1371,0.0,87909.62217717606
2025-12-22 22:00:00+00:00,1475.03,1475.03,1459.05,1470.18,2685.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130084803.0,0.1189,0.0,88482.22870668897
2025-12-23 00:00:00+00:00,1470.18,1475.03,1469.0,1469.34,1909.2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129969082.0,0.1232,0.0,88454.05556236133
2025-12-23 02:00:00+00:00,1469.34,1475.03,1458.61,1475.03,1711.6002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129496532.0,0.0623,0.0,87792.47337342291
2025-12-23 04:00:00+00:00,1475.03,1475.03,1468.71,1469.08,2664.4936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128924384.0,0.0701,0.0,87758.5863261361
2025-12-23 06:00:00+00:00,1469.08,1475.03,1459.34,1468.35,12730.7152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128441112.0,0.0767,0.0,87473.09020328941
2025-12-23 08:00:00+00:00,1468.35,1475.46,1466.36,1467.18,1942.9292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128340269.0,0.143,0.0,87474.11292411292
2025-12-23 10:00:00+00:00,1467.18,1474.92,1465.96,1466.16,31863.3634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128731274.0,0.1691,0.0,87801.65466251978
2025-12-23 12:00:00+00:00,1465.57,1474.89,1465.57,1465.91,12208.3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128326906.0,0.149,0.0,87540.78081191887
2025-12-23 14:00:00+00:00,1465.91,1473.15,1459.8,1459.99,3601.7607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127558500.0,0.1737,0.0,87369.43403721943
2025-12-23 16:00:00+00:00,1459.99,1484.29,1454.16,1461.41,2621.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127727463.0,0.1915,0.0,87400.15669798345
2025-12-23 18:00:00+00:00,1461.15,1469.34,1459.14,1459.8,2953.7908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127985224.0,0.1077,0.0,87673.12234552679
2025-12-23 20:00:00+00:00,1459.8,1468.71,1450.14,1460.24,34514.9265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128056932.0,0.1468,0.0,87695.81164740042
2025-12-23 22:00:00+00:00,1460.24,1468.21,1457.63,1457.63,1703.4321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127452097.0,0.2166,0.0,87437.8937041636
2025-12-24 00:00:00+00:00,1457.63,1459.19,1457.63,1458.95,6953.1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127821283.0,0.1025,0.0,87611.83248226464
2025-12-24 02:00:00+00:00,1458.95,1467.43,1458.35,1459.06,5290.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127449045.0,0.0545,0.0,87350.10554740723
2025-12-24 04:00:00+00:00,1459.06,1466.0,1458.95,1460.77,4177.2886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126913561.0,0.0492,0.0,86881.27562860683
2025-12-24 06:00:00+00:00,1460.77,1467.53,1457.73,1457.89,27370.2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126795837.0,0.177,0.0,86972.156335526
2025-12-24 08:00:00+00:00,1457.89,1466.6,1455.8,1465.46,4360.6799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126530823.0,0.2891,0.0,86342.05164248768
2025-12-24 10:00:00+00:00,1458.3,1467.13,1447.23,1459.28,206628.9862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127195513.0,0.2068,0.0,87163.19897483691
2025-12-24 12:00:00+00:00,1459.28,1467.5,1451.47,1459.05,7474.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127308646.0,0.148,0.0,87254.47791371097
2025-12-24 14:00:00+00:00,1458.98,1467.48,1458.64,1460.01,2477.3746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126920954.0,0.244,0.0,86931.56485229553
2025-12-24 16:00:00+00:00,1460.01,1467.77,1451.47,1466.97,3799.1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127306027.0,0.2643,0.0,86781.61584763152
2025-12-24 18:00:00+00:00,1466.97,1466.97,1451.47,1457.88,5555.0989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127495318.0,0.2011,0.0,87452.5461629215
2025-12-24 20:00:00+00:00,1457.88,1465.88,1451.61,1455.53,4930.7919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127586187.0,0.1854,0.0,87656.17129155702
2025-12-24 22:00:00+00:00,1455.53,1464.07,1454.81,1455.75,4621.6079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127593076.0,0.1216,0.0,87647.65653443242
2025-12-25 00:00:00+00:00,1455.75,1456.77,1451.61,1454.73,3026.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127506814.0,0.1345,0.0,87649.81405484179
2025-12-25 02:00:00+00:00,1454.32,1463.56,1453.64,1455.53,1020.8574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127788453.0,0.0757,0.0,87795.13510542552
2025-12-25 04:00:00+00:00,1455.53,1463.09,1454.62,1455.03,4145.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127701303.0,0.0576,0.0,87765.40896064
2025-12-25 06:00:00+00:00,1455.03,1464.34,1454.5,1454.5,413.9613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127717334.0,0.0962,0.0,87808.41113784806
2025-12-25 08:00:00+00:00,1462.53,1462.94,1454.32,1455.45,5215.2747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127350346.0,0.1029,0.0,87498.94946580095
2025-12-25 10:00:00+00:00,1455.45,1464.73,1455.28,1456.38,8073.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127422036.0,0.1064,0.0,87492.30008651587
2025-12-25 12:00:00+00:00,1456.38,1465.9,1456.11,1456.95,6494.5819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127673936.0,0.1448,0.0,87630.96605923332
2025-12-25 14:00:00+00:00,1457.03,1465.53,1455.17,1464.17,1689.8077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128530760.0,0.1762,0.0,87784.04147059425
2025-12-25 16:00:00+00:00,1464.17,1464.61,1455.32,1463.72,3954.5123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128345491.0,0.1303,0.0,87684.45536031481
2025-12-25 18:00:00+00:00,1463.72,1464.67,1456.25,1456.25,1547.0984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128358233.0,0.1418,0.0,88142.99261802575
2025-12-25 20:00:00+00:00,1456.25,1466.12,1456.25,1458.06,2623.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128153253.0,0.1084,0.0,87892.9900004115
2025-12-25 22:00:00+00:00,1458.06,1466.22,1455.65,1457.05,3377.8848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127126831.0,0.0776,0.0,87249.46364229094
2025-12-26 00:00:00+00:00,1457.05,1465.0,1457.05,1458.02,1385.8753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127415774.0,0.0501,0.0,87389.59273535342
2025-12-26 02:00:00+00:00,1458.02,1465.0,1456.9,1458.15,828.5362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129494638.0,0.067,0.0,88807.48756986592
2025-12-26 04:00:00+00:00,1458.15,1465.0,1458.15,1465.0,544.7598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129717343.0,0.0492,0.0,88544.2614334471
2025-12-26 06:00:00+00:00,1458.84,1465.0,1458.44,1465.0,2040.1271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128899787.0,0.087,0.0,87986.20273037543
2025-12-26 08:00:00+00:00,1465.0,1465.0,1459.56,1461.28,2565.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129762606.0,0.1125,0.0,88800.64464031534
2025-12-26 10:00:00+00:00,1461.46,1465.0,1460.53,1461.18,3936.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129384341.0,0.134,0.0,88547.84557686253
2025-12-26 12:00:00+00:00,1461.23,1468.95,1458.86,1458.86,3512.3973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129863746.0,0.1137,0.0,89017.27787450475
2025-12-26 14:00:00+00:00,1458.86,1467.37,1458.16,1458.16,2158.3496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126891877.0,0.1433,0.0,87021.91597629889
2025-12-26 16:00:00+00:00,1458.16,1465.24,1455.33,1456.23,2546.4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127151994.0,0.2092,0.0,87315.87317937413
2025-12-26 18:00:00+00:00,1456.23,1465.56,1456.23,1465.24,978.6085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127238680.0,0.325,0.0,86838.11525756873
